Hướng nhà,Hướng ban công,Loại tin,Area Range,Diện Tích,Giá,Triệu/m2,Ngày đăng,Số Phòng Ngủ,Số Nhà Vệ Sinh,Quận,Giá Đề Xuất,Đường,Số Căn Hộ,Chủ Đầu Tư,Trạng Thái,Full_Address,Latitude,Longitude
Nam,Bắc,Tin thường,"(45.385, 64.577]",61.4,2.3,3.7,2024-10-28,2.0,2.0,quận 12,120500.0,trường chinh,,Công ty CP Tập đoàn Hưng Thịnh,Đã bàn giao,"trường chinh, quận 12, Hồ Chí Minh, Vietnam",10.772979,106.694525
,,Tin thường,"(237.308, 256.5]",250.0,29.0,11.6,2024-10-28,2.0,2.0,nhà bè,52500.0,nguyễn hữu thọ,,Công ty GS Engineering & Construction,12/2022: bàn giao phân khu River County 1,"nguyễn hữu thọ, nhà bè, Hồ Chí Minh, Vietnam",10.696773,106.739378
,,Tin thường,"(102.962, 122.154]",103.0,7.5,7.3,2024-10-23,3.0,2.0,quận 7,80628.373015873,,1202.0,Công ty TNHH Phát Triển Phú Mỹ Hưng,Đã bàn giao,", quận 7, Hồ Chí Minh, Vietnam",10.737658,106.730382
,,Tin thường,"(64.577, 83.769]",66.0,10.1,15.3,2024-10-28,3.0,3.0,tân bình,100500.0,văn chung,,cá nhân/môi giới,Đã bàn giao,"văn chung, tân bình, Hồ Chí Minh, Vietnam",10.801616,106.651677
Đông - Nam,,Tin thường,"(237.308, 256.5]",243.0,110.0,45.3,2024-10-19,3.0,3.0,quận 5,283000.0,nguyễn trãi,,cá nhân/môi giới,Đã bàn giao,"nguyễn trãi, quận 5, Hồ Chí Minh, Vietnam",10.756226,106.666287
,,Tin thường,"(45.385, 64.577]",58.0,9.1,15.7,2024-10-28,4.0,4.0,tân bình,96400.0,ni sư huỳnh liên,,cá nhân/môi giới,Đã bàn giao,"ni sư huỳnh liên, tân bình, Hồ Chí Minh, Vietnam",10.801616,106.651677
,,Tin thường,"(83.769, 102.962]",88.0,12.8,14.5,2024-10-28,5.0,5.0,tân bình,103700.0,thân nhân trung,,cá nhân/môi giới,Đã bàn giao,"thân nhân trung, tân bình, Hồ Chí Minh, Vietnam",10.801616,106.651677
Tây - Bắc,,Tin thường,"(64.577, 83.769]",76.0,7.4,9.7,2024-10-23,6.0,6.0,quận 7,93150.0,huỳnh tấn phát,,cá nhân/môi giới,Đã bàn giao,"huỳnh tấn phát, quận 7, Hồ Chí Minh, Vietnam",10.736037,106.731316
,,Tin thường,"(45.385, 64.577]",60.0,7.8,13.0,2024-10-28,2.0,2.0,tân bình,110200.0,đồng xoài,,cá nhân/môi giới,Đã bàn giao,"đồng xoài, tân bình, Hồ Chí Minh, Vietnam",10.801616,106.651677
,,Tin thường,"(45.385, 64.577]",60.0,9.0,15.0,2024-10-28,4.0,4.0,tân bình,84400.0,đường c1,,cá nhân/môi giới,Đã bàn giao,"đường c1, tân bình, Hồ Chí Minh, Vietnam",10.801616,106.651677
,,Tin thường,"(45.385, 64.577]",60.0,10.5,17.5,2024-10-28,4.0,4.0,tân bình,98200.0,nhất chi mai,,cá nhân/môi giới,Đã bàn giao,"nhất chi mai, tân bình, Hồ Chí Minh, Vietnam",10.801616,106.651677
,,Tin thường,"(64.577, 83.769]",74.0,11.9,16.1,2024-10-28,1.0,1.0,tân bình,84700.0,trương hoàng thanh,,cá nhân/môi giới,Đã bàn giao,"trương hoàng thanh, tân bình, Hồ Chí Minh, Vietnam",10.801616,106.651677
Tây - Bắc,,Tin thường,"(102.962, 122.154]",108.6,24.8,22.8,2024-10-21,1.0,1.0,quận 3,247100.0,lê văn sỹ,,cá nhân/môi giới,Đã bàn giao,"lê văn sỹ, quận 3, Hồ Chí Minh, Vietnam",10.796471,106.66531
,,Tin thường,"(160.538, 179.731]",170.0,17.0,10.0,2024-10-23,6.0,6.0,quận 2,41300.0,đường số 8,,cá nhân/môi giới,Đã bàn giao,"đường số 8, quận 2, Hồ Chí Minh, Vietnam",10.773553,106.722561
Đông - Bắc,,Tin thường,"(64.577, 83.769]",72.0,33.0,45.8,2024-10-21,6.0,6.0,quận 3,287700.0,trương định,,cá nhân/môi giới,Đã bàn giao,"trương định, quận 3, Hồ Chí Minh, Vietnam",10.778946,106.686069
,,Tin thường,"(45.385, 64.577]",56.0,5.55,9.9,2024-10-23,4.0,5.0,quận 2,120700.0,"nguyễn văn hưởng, phường thảo điền",,cá nhân/môi giới,Đã bàn giao,"nguyễn văn hưởng, phường thảo điền, quận 2, Hồ Chí Minh, Vietnam",10.803395,106.732687
,,Tin thường,"(64.577, 83.769]",74.25,10.2,13.7,2024-10-23,4.0,4.0,bình thạnh,105035.10638297872,,,cá nhân/môi giới,Đã bàn giao,", bình thạnh, Hồ Chí Minh, Vietnam",10.811195,106.704566
Đông - Nam,,Tin thường,"(64.577, 83.769]",80.0,27.0,33.8,2024-10-21,4.0,4.0,bình thạnh,166100.0,xô viết nghệ tĩnh,,cá nhân/môi giới,Đã bàn giao,"xô viết nghệ tĩnh, bình thạnh, Hồ Chí Minh, Vietnam",10.796923,106.71135
,,Tin thường,"(45.385, 64.577]",64.0,13.8,21.6,2024-10-18,4.0,4.0,quận 1,266000.0,nguyễn thái bình,,cá nhân/môi giới,Đã bàn giao,"nguyễn thái bình, quận 1, Hồ Chí Minh, Vietnam",10.768413,106.698852
Đông - Bắc,,Tin thường,"(64.577, 83.769]",72.0,37.0,51.4,2024-10-21,4.0,4.0,quận 1,267800.0,nguyễn cư trinh,,cá nhân/môi giới,Đã bàn giao,"nguyễn cư trinh, quận 1, Hồ Chí Minh, Vietnam",10.763365,106.687019
Đông - Nam,,Tin thường,"(45.385, 64.577]",55.0,21.5,39.1,2024-10-21,4.0,4.0,bình thạnh,151500.0,nguyễn hữu cảnh,,cá nhân/môi giới,Đã bàn giao,"nguyễn hữu cảnh, bình thạnh, Hồ Chí Minh, Vietnam",10.811195,106.704566
Tây - Nam,Đông - Bắc,Tin thường,"(64.577, 83.769]",80.0,6.4,8.0,2024-10-23,2.0,2.0,quận 2,50200.0,bát nàn,,Đang cập nhật,Đã bàn giao,"bát nàn, quận 2, Hồ Chí Minh, Vietnam",10.773553,106.722561
,,Tin thường,"(26.192, 45.385]",45.0,3.5,7.8,2024-10-20,3.0,3.0,quận 1,145400.0,trần khắc chân,,cá nhân/môi giới,Đã bàn giao,"trần khắc chân, quận 1, Hồ Chí Minh, Vietnam",10.776172,106.701203
Tây - Bắc,,Tin thường,"(64.577, 83.769]",71.4,72.0,100.8,2024-10-21,3.0,3.0,quận 1,368900.0,nguyễn an ninh,,cá nhân/môi giới,Đã bàn giao,"nguyễn an ninh, quận 1, Hồ Chí Minh, Vietnam",10.370013,107.104081
,,Tin thường,"(102.962, 122.154]",108.0,3.996,3.7,2024-10-23,3.0,3.0,nhà bè,39166.66666666666,lê văn lương,,Công ty TNHH Thương mại - Xây dựng – Kinh doanh nhà Thanh Nhựt,Đang cập nhật tiến độ,"lê văn lương, nhà bè, Hồ Chí Minh, Vietnam",10.696773,106.739378
,,Tin thường,"(122.154, 141.346]",126.5,28.0,22.1,2024-10-23,3.0,3.0,tân bình,101933.79629629629,,,cá nhân/môi giới,Đã bàn giao,", tân bình, Hồ Chí Minh, Vietnam",10.801616,106.651677
,,Tin thường,"(64.577, 83.769]",75.0,4.7,6.3,2024-10-19,2.0,2.0,quận 7,129600.0,đường n,,Công ty CP Đầu tư và Xây dựng Xuân Mai,"30/8/2022: động thổ xây 1300 căn NOXH, phân khu MR1","đường n, quận 7, Hồ Chí Minh, Vietnam",10.737658,106.730382
Đông - Nam,Đông - Nam,Tin thường,"(122.154, 141.346]",141.0,9.5,6.7,2024-10-28,3.0,2.0,quận 7,80628.373015873,,276.0,Công ty TNHH Phát Triển Phú Mỹ Hưng,Đã bàn giao,", quận 7, Hồ Chí Minh, Vietnam",10.737658,106.730382
,,Tin thường,"(64.577, 83.769]",75.0,30.0,40.0,2024-10-24,3.0,2.0,quận 3,267300.0,nguyễn đình chiểu,,cá nhân/môi giới,Đã bàn giao,"nguyễn đình chiểu, quận 3, Hồ Chí Minh, Vietnam",10.781372,106.692761
Đông - Nam,Tây - Bắc,Tin thường,"(102.962, 122.154]",121.0,13.0,10.7,2024-10-18,3.0,2.0,quận 7,80628.373015873,,276.0,Công ty TNHH Phát Triển Phú Mỹ Hưng,Đã bàn giao,", quận 7, Hồ Chí Minh, Vietnam",10.737658,106.730382
Tây - Bắc,Tây - Bắc,Tin thường,"(64.577, 83.769]",65.4,25.0,38.2,2024-10-04,5.0,6.0,quận 3,190600.0,điện biên phủ,,cá nhân/môi giới,Đã bàn giao,"điện biên phủ, quận 3, Hồ Chí Minh, Vietnam",10.779891,106.687176
,,Tin thường,"(64.577, 83.769]",65.0,11.0,16.9,2024-10-28,6.0,7.0,phú nhuận,213800.0,phan đình phùng,,cá nhân/môi giới,Đã bàn giao,"phan đình phùng, phú nhuận, Hồ Chí Minh, Vietnam",10.799478,106.680164
,,Tin thường,"(45.385, 64.577]",55.0,9.3,16.9,2024-10-28,5.0,5.0,bình thạnh,65600.0,trần bình trọng,,cá nhân/môi giới,Đã bàn giao,"trần bình trọng, bình thạnh, Hồ Chí Minh, Vietnam",10.811195,106.704566
,,Tin thường,"(83.769, 102.962]",94.1,5.8,6.2,2024-10-25,3.0,2.0,quận 7,129600.0,đường n,,Công ty CP Đầu tư và Xây dựng Xuân Mai,"30/8/2022: động thổ xây 1300 căn NOXH, phân khu MR1","đường n, quận 7, Hồ Chí Minh, Vietnam",10.737658,106.730382
,,Tin thường,"(45.385, 64.577]",56.0,8.7,15.5,2024-10-28,4.0,6.0,gò vấp,80200.0,thống nhất,,cá nhân/môi giới,Đã bàn giao,"thống nhất, gò vấp, Hồ Chí Minh, Vietnam",10.834824,106.675715
,,Tin thường,"(179.731, 198.923]",195.0,39.0,20.0,2024-10-23,4.0,6.0,tân bình,101933.79629629629,,,cá nhân/môi giới,Đã bàn giao,", tân bình, Hồ Chí Minh, Vietnam",10.801616,106.651677
,,Tin thường,"(64.577, 83.769]",72.0,16.5,22.9,2024-10-23,5.0,5.0,quận 10,159200.0,sư vạn hạnh,,cá nhân/môi giới,Đã bàn giao,"sư vạn hạnh, quận 10, Hồ Chí Minh, Vietnam",10.772984,106.669106
Tây - Nam,,Tin thường,"(179.731, 198.923]",195.0,95.0,48.7,2024-10-23,5.0,5.0,quận 7,113400.0,đường 19,,Công ty TNHH Phát Triển Phú Mỹ Hưng,Đang cập nhật tiến độ,"đường 19, quận 7, Hồ Chí Minh, Vietnam",10.737658,106.730382
,,Tin thường,"(64.577, 83.769]",78.0,4.21,5.4,2024-10-23,4.0,5.0,phú nhuận,127000.0,đoàn thị điểm,,cá nhân/môi giới,Đã bàn giao,"đoàn thị điểm, phú nhuận, Hồ Chí Minh, Vietnam",10.799478,106.680164
,,Tin thường,"(64.577, 83.769]",73.0,14.5,19.9,2024-10-19,4.0,5.0,quận 10,115600.0,đồng nai,,cá nhân/môi giới,Đã bàn giao,"đồng nai, quận 10, Hồ Chí Minh, Vietnam",10.767622,106.66706
,,Tin thường,"(64.577, 83.769]",78.0,12.5,16.0,2024-10-18,4.0,2.0,quận 10,176500.0,thành thái,,cá nhân/môi giới,Đã bàn giao,"thành thái, quận 10, Hồ Chí Minh, Vietnam",10.754936,106.67939
,,Tin thường,"(141.346, 160.538]",150.0,38.5,25.7,2024-10-23,4.0,2.0,quận 11,145800.0,minh phụng,,cá nhân/môi giới,Đã bàn giao,"minh phụng, quận 11, Hồ Chí Minh, Vietnam",10.763751,106.644067
,,Tin thường,"(160.538, 179.731]",174.0,36.0,20.7,2024-10-23,4.0,2.0,quận 3,323200.0,nam kỳ khởi nghĩa,,cá nhân/môi giới,Đã bàn giao,"nam kỳ khởi nghĩa, quận 3, Hồ Chí Minh, Vietnam",10.778946,106.686069
,,Tin thường,"(64.577, 83.769]",68.0,3.75,5.5,2024-10-23,3.0,3.0,bình tân,63800.0,mã lò,,cá nhân/môi giới,Đã bàn giao,"mã lò, bình tân, Hồ Chí Minh, Vietnam",10.770822,106.599385
,,Tin thường,"(198.923, 218.115]",200.0,65.0,32.5,2024-10-23,3.0,3.0,quận 2,59327.65113974232,,646.0,Đang cập nhật,Đang mở bán,", quận 2, Hồ Chí Minh, Vietnam",10.773553,106.722561
Nam,,Tin thường,"(122.154, 141.346]",140.6,31.0,22.0,2024-10-23,3.0,3.0,quận 2,59327.65113974232,,,Đang cập nhật,Đã bàn giao,", quận 2, Hồ Chí Minh, Vietnam",10.773553,106.722561
,,Tin thường,"(64.577, 83.769]",70.0,24.0,34.3,2024-10-23,3.0,3.0,phú nhuận,175600.0, phan xích long,,cá nhân/môi giới,Đã bàn giao," phan xích long, phú nhuận, Hồ Chí Minh, Vietnam",10.79844,106.687962
,,Tin thường,"(64.577, 83.769]",75.85,21.0,27.7,2024-10-23,3.0,3.0,quận 5,153400.0,đỗ ngọc thạnh,,cá nhân/môi giới,Đã bàn giao,"đỗ ngọc thạnh, quận 5, Hồ Chí Minh, Vietnam",10.756226,106.666287
,,Tin thường,"(26.192, 45.385]",39.0,4.2,10.8,2024-10-23,2.0,1.0,tân bình,175600.0,lạc long quân,,cá nhân/môi giới,Đã bàn giao,"lạc long quân, tân bình, Hồ Chí Minh, Vietnam",10.801616,106.651677
,,Tin thường,"(141.346, 160.538]",160.0,45.0,28.1,2024-10-23,2.0,1.0,quận 3,247100.0,lê văn sỹ,,cá nhân/môi giới,Đã bàn giao,"lê văn sỹ, quận 3, Hồ Chí Minh, Vietnam",10.796471,106.66531
,,Tin thường,"(102.962, 122.154]",105.0,42.0,40.0,2024-10-23,2.0,1.0,quận 10,188600.0,nguyễn tri phương,,cá nhân/môi giới,Đã bàn giao,"nguyễn tri phương, quận 10, Hồ Chí Minh, Vietnam",10.764446,106.662585
Đông - Nam,Đông - Nam,Tin thường,"(26.192, 45.385]",42.0,6.5,15.5,2024-10-23,4.0,4.0,quận 8,130400.0,dương bá trạc,,cá nhân/môi giới,Đã bàn giao,"dương bá trạc, quận 8, Hồ Chí Minh, Vietnam",10.746677,106.6891675
,,Tin thường,"(83.769, 102.962]",100.0,15.0,15.0,2024-10-23,4.0,4.0,quận 2,59327.65113974232,,,cá nhân/môi giới,Đã bàn giao,", quận 2, Hồ Chí Minh, Vietnam",10.773553,106.722561
Đông - Nam,,Tin thường,"(45.385, 64.577]",60.0,5.7,9.5,2024-10-23,4.0,4.0,bình thạnh,151500.0,nguyễn hữu cảnh,,cá nhân/môi giới,Đã bàn giao,"nguyễn hữu cảnh, bình thạnh, Hồ Chí Minh, Vietnam",10.811195,106.704566
Đông - Bắc,Đông - Bắc,Tin thường,"(102.962, 122.154]",118.0,12.7,10.8,2024-10-23,6.0,5.0,quận 8,83983.33333333333,tạ quang bửu,,cá nhân/môi giới,Đã bàn giao,"tạ quang bửu, quận 8, Hồ Chí Minh, Vietnam",10.733694,106.659748
,,Tin thường,"(218.115, 237.308]",230.7,27.683999999999997,12.0,2024-10-23,6.0,5.0,quận 9,66200.0,đỗ xuân hợp,,Công ty CP Hoàng Anh Gia Lai,Đang cập nhật tiến độ,"đỗ xuân hợp, quận 9, Hồ Chí Minh, Vietnam",10.828572,106.762856
,,Tin thường,"(83.769, 102.962]",99.6,19.8,19.9,2024-10-19,10.0,8.0,bình thạnh,166100.0,xô viết nghệ tĩnh,,cá nhân/môi giới,Đã bàn giao,"xô viết nghệ tĩnh, bình thạnh, Hồ Chí Minh, Vietnam",10.796923,106.71135
,,Tin thường,"(141.346, 160.538]",160.0,35.0,21.9,2024-10-19,10.0,1.0,bình thạnh,145800.0,nguyễn gia trí,,cá nhân/môi giới,Đã bàn giao,"nguyễn gia trí, bình thạnh, Hồ Chí Minh, Vietnam",10.811195,106.704566
Nam,Nam,Tin thường,"(141.346, 160.538]",144.0,28.8,20.0,2024-10-23,10.0,1.0,quận 7,80628.373015873,,,cá nhân/môi giới,Đã bàn giao,", quận 7, Hồ Chí Minh, Vietnam",10.737658,106.730382
Tây - Bắc,,Tin thường,"(26.192, 45.385]",40.0,4.58,11.5,2024-10-23,10.0,1.0,gò vấp,70582.75862068965,,,cá nhân/môi giới,Đã bàn giao,", gò vấp, Hồ Chí Minh, Vietnam",10.834824,106.675715
,,Tin thường,"(102.962, 122.154]",120.0,25.0,20.8,2024-10-23,5.0,1.0,tân bình,130900.0,phổ quang,,cá nhân/môi giới,Đã bàn giao,"phổ quang, tân bình, Hồ Chí Minh, Vietnam",10.801616,106.651677
,,Tin thường,"(45.385, 64.577]",52.0,1.68,3.2,2024-10-23,3.0,3.0,quận 8,60800.0,trương đình hội,,cá nhân/môi giới,Đã bàn giao,"trương đình hội, quận 8, Hồ Chí Minh, Vietnam",10.7216,106.629241
,,Tin thường,"(45.385, 64.577]",61.0,4.3,7.0,2024-10-23,2.0,2.0,quận 2,132000.0,mai chí thọ,,Công ty TNHH Xây Dựng Thương mại Thuận Việt,Đã bàn giao,"mai chí thọ, quận 2, Hồ Chí Minh, Vietnam",10.773553,106.722561
Tây - Bắc,,Tin thường,"(102.962, 122.154]",105.0,26.0,24.8,2024-10-23,2.0,2.0,quận 3,226800.0,võ thị sáu,,cá nhân/môi giới,Đã bàn giao,"võ thị sáu, quận 3, Hồ Chí Minh, Vietnam",10.790257,106.686324
,,Tin thường,"(64.577, 83.769]",69.3,3.94,5.7,2024-10-23,5.0,5.0,quận 3,174200.0,đỗ thị lời,,cá nhân/môi giới,Đã bàn giao,"đỗ thị lời, quận 3, Hồ Chí Minh, Vietnam",10.778946,106.686069
,,Tin thường,"(64.577, 83.769]",80.41,3.17,3.9,2024-10-23,5.0,6.0,quận 7,72900.0,mai văn vĩnh,,cá nhân/môi giới,Đã bàn giao,"mai văn vĩnh, quận 7, Hồ Chí Minh, Vietnam",10.737658,106.730382
Bắc,Bắc,Tin thường,"(83.769, 102.962]",85.0,11.8,13.9,2024-10-28,5.0,5.0,quận 9,59327.65113974232,,296.0,Công ty Cổ Phần Đầu Tư và Kinh Doanh nhà Khang Điền,Đã bàn giao,", quận 9, Hồ Chí Minh, Vietnam",10.828572,106.762856
Bắc,,Tin thường,"(179.731, 198.923]",182.0,9.5,5.2,2024-10-28,5.0,5.0,quận 9,66200.0,nguyễn duy trinh,,Công ty CP Đầu tư và Dịch vụ Tp.HCM - Invesco,Đã bàn giao,"nguyễn duy trinh, quận 9, Hồ Chí Minh, Vietnam",10.828572,106.762856
,,Tin thường,"(45.385, 64.577]",55.5,11.2,20.2,2024-10-25,5.0,5.0,quận 10,118700.0,hòa hảo,,cá nhân/môi giới,Đã bàn giao,"hòa hảo, quận 10, Hồ Chí Minh, Vietnam",10.811601,106.708465
,,Tin thường,"(122.154, 141.346]",129.5,27.2,21.0,2024-10-23,5.0,5.0,phú nhuận,124477.19298245614,,,Công ty TNHH MTV Xây dựng và Kinh doanh Nhà Phú Nhuận,Đang cập nhật tiến độ,", phú nhuận, Hồ Chí Minh, Vietnam",10.799478,106.680164
,,Tin thường,"(83.769, 102.962]",97.6,15.5,15.9,2024-10-28,5.0,5.0,bình thạnh,145800.0,nguyễn văn thương,,cá nhân/môi giới,Đã bàn giao,"nguyễn văn thương, bình thạnh, Hồ Chí Minh, Vietnam",10.811195,106.704566
,,Tin thường,"(102.962, 122.154]",122.0,14.0,11.5,2024-10-28,5.0,5.0,bình thạnh,97200.0,hoàng hoa thám,,cá nhân/môi giới,Đã bàn giao,"hoàng hoa thám, bình thạnh, Hồ Chí Minh, Vietnam",10.795564,106.692826
,,Tin thường,"(122.154, 141.346]",126.0,4.13,3.3,2024-10-23,3.0,2.0,quận 7,129600.0,đường n,,Tập đoàn Đất Xanh,Bàn giao năm 2018,"đường n, quận 7, Hồ Chí Minh, Vietnam",10.737658,106.730382
,,Tin thường,"(83.769, 102.962]",90.0,25.0,27.8,2024-10-23,5.0,6.0,phú nhuận,173300.0,huỳnh văn bánh,,cá nhân/môi giới,Đã bàn giao,"huỳnh văn bánh, phú nhuận, Hồ Chí Minh, Vietnam",10.799478,106.680164
Tây,Đông,Tin thường,"(64.577, 83.769]",72.25,2.5,3.5,2024-10-23,2.0,2.0,quận 8,61907.186544342505,,1668.0,Công ty CP Đầu tư Năm Bảy Bảy,Đã bàn giao,", quận 8, Hồ Chí Minh, Vietnam",10.7216,106.629241
,,Tin thường,"(64.577, 83.769]",65.0,3.85,5.9,2024-10-23,4.0,5.0,quận 10,109400.0,vĩnh viễn,,cá nhân/môi giới,Đã bàn giao,"vĩnh viễn, quận 10, Hồ Chí Minh, Vietnam",10.767622,106.66706
Tây,,Tin thường,"(160.538, 179.731]",178.0,26.0,14.6,2024-10-23,8.0,6.0,nhà bè,40100.0,huỳnh thị đồng,,cá nhân/môi giới,Đã bàn giao,"huỳnh thị đồng, nhà bè, Hồ Chí Minh, Vietnam",10.696773,106.739378
,,Tin thường,"(45.385, 64.577]",55.0,1.48,2.7,2024-10-28,2.0,2.0,bình chánh,49800.0,nguyễn văn linh,,Công ty CP Đầu tư LDG,Đã bàn giao,"nguyễn văn linh, bình chánh, Hồ Chí Minh, Vietnam",10.690617,106.583092
,,Tin thường,"(198.923, 218.115]",200.0,55.0,27.5,2024-10-23,2.0,2.0,quận 2,59327.65113974232,,,cá nhân/môi giới,Đã bàn giao,", quận 2, Hồ Chí Minh, Vietnam",10.773553,106.722561
Đông - Bắc,Đông - Nam,Tin thường,"(64.577, 83.769]",73.29,2.2,3.0,2024-10-23,2.0,2.0,quận 8,61907.186544342505,,,Công ty CP Đầu tư Năm Bảy Bảy,Đã bàn giao,", quận 8, Hồ Chí Minh, Vietnam",10.7216,106.629241
,,Tin thường,"(122.154, 141.346]",126.0,14.0,11.1,2024-10-28,5.0,5.0,bình tân,45781.513083048914,,,cá nhân/môi giới,Đã bàn giao,", bình tân, Hồ Chí Minh, Vietnam",10.770822,106.599385
,,Tin thường,"(160.538, 179.731]",168.0,33.0,19.6,2024-10-23,5.0,5.0,tân bình,101933.79629629629,,,cá nhân/môi giới,Đã bàn giao,", tân bình, Hồ Chí Minh, Vietnam",10.801616,106.651677
,,Tin thường,"(64.577, 83.769]",78.0,3.89,5.0,2024-10-23,3.0,4.0,quận 11,117450.0,bình thới,,cá nhân/môi giới,Đã bàn giao,"bình thới, quận 11, Hồ Chí Minh, Vietnam",10.763751,106.644067
Đông - Bắc,Nam,Tin thường,"(64.577, 83.769]",73.0,2.35,3.2,2024-10-23,2.0,2.0,quận 8,61907.186544342505,,,Công ty CP Đầu tư Năm Bảy Bảy,Đã bàn giao,", quận 8, Hồ Chí Minh, Vietnam",10.7216,106.629241
,,Tin thường,"(45.385, 64.577]",56.2,3.45,6.1,2024-10-23,3.0,5.0,quận 3,247100.0,lê văn sỹ,,cá nhân/môi giới,Đã bàn giao,"lê văn sỹ, quận 3, Hồ Chí Minh, Vietnam",10.796471,106.66531
Nam,Đông - Nam,Tin thường,"(64.577, 83.769]",72.25,2.8,3.9,2024-10-23,2.0,2.0,quận 8,61907.186544342505,,1668.0,Công ty CP Đầu tư Năm Bảy Bảy,Đã bàn giao,", quận 8, Hồ Chí Minh, Vietnam",10.7216,106.629241
,,Tin thường,"(45.385, 64.577]",58.0,2.25,3.9,2024-10-23,4.0,4.0,quận 1,267213.53383458644,,,cá nhân/môi giới,Đã bàn giao,", quận 1, Hồ Chí Minh, Vietnam",10.776172,106.701203
,,Tin thường,"(141.346, 160.538]",160.0,51.0,31.9,2024-10-23,4.0,4.0,phú nhuận,124477.19298245614,,,cá nhân/môi giới,Đã bàn giao,", phú nhuận, Hồ Chí Minh, Vietnam",10.799478,106.680164
,,Tin thường,"(237.308, 256.5]",240.0,33.0,13.8,2024-10-23,4.0,4.0,bình tân,80450.0,tên lửa,,cá nhân/môi giới,Đã bàn giao,"tên lửa, bình tân, Hồ Chí Minh, Vietnam",10.770822,106.599385
,,Tin thường,"(64.577, 83.769]",67.5,2.45,3.6,2024-10-23,4.0,5.0,gò vấp,108900.0,nguyễn oanh,,cá nhân/môi giới,Đã bàn giao,"nguyễn oanh, gò vấp, Hồ Chí Minh, Vietnam",10.834824,106.675715
Đông - Bắc,,Tin thường,"(122.154, 141.346]",132.0,12.5,9.5,2024-10-22,4.0,5.0,thủ đức,64800.0,hiệp bình,,cá nhân/môi giới,Đã bàn giao,"hiệp bình, thủ đức, Hồ Chí Minh, Vietnam",10.838638,106.732671
,,Tin thường,"(45.385, 64.577]",48.0,3.0,6.2,2024-10-23,4.0,4.0,thủ đức,56700.0,đoàn kết,,cá nhân/môi giới,Đã bàn giao,"đoàn kết, thủ đức, Hồ Chí Minh, Vietnam",10.829355,106.761905
,,Tin thường,"(45.385, 64.577]",56.0,1.6,2.9,2024-10-23,3.0,3.0,phú nhuận,141200.0,nguyễn kiệm,,cá nhân/môi giới,Đã bàn giao,"nguyễn kiệm, phú nhuận, Hồ Chí Minh, Vietnam",10.768947,106.696305
,,Tin thường,"(45.385, 64.577]",55.0,1.7,3.1,2024-10-23,2.0,2.0,thủ đức,48600.0,bình chiểu,,Đang cập nhật,Đã bàn giao,"bình chiểu, thủ đức, Hồ Chí Minh, Vietnam",10.877462,106.731942
,,Tin thường,"(122.154, 141.346]",135.0,9.1,6.7,2024-10-23,3.0,2.0,quận 7,129600.0,đường n,763.0,Công ty TNHH Phát Triển Phú Mỹ Hưng,Đã bàn giao,"đường n, quận 7, Hồ Chí Minh, Vietnam",10.737658,106.730382
Tây - Bắc,Tây - Bắc,Tin thường,"(45.385, 64.577]",54.0,6.5,12.0,2024-10-23,1.0,1.0,quận 2,132000.0,mai chí thọ,,Công ty Cổ phần Gamuda Land Việt Nam,Đang mở bán,"mai chí thọ, quận 2, Hồ Chí Minh, Vietnam",10.773553,106.722561
