Title,Price,Address,Price per m2,Area,Bedrooms,Toilets,Published At,Diện tích,Mức giá,Hướng nhà,Hướng ban công,Ngày đăng,Ngày hết hạn,Loại tin,Mã tin,Project Title,Status,Number of Apartments,Number of Buildings,Developer,Project Address
,Thỏa thuận,"Phố Phan Đăng Lưu, Phường Hiệp An, Thủ Dầu Một, Bình Dương",,80 m²,,,11/10/2024,80 m²,Thỏa thuận,,,11/10/2024,21/10/2024,Tin thường,41179901,,,,,,"Phố Phan Đăng Lưu, Phường Hiệp An, Thủ Dầu Một, Bình Dương"
,39 tỷ,"Đường Nguyễn Thị Minh Khai, Phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh",,190 m²,,,18/10/2024,190 m²,39 tỷ,,,18/10/2024,28/10/2024,Tin thường,41254303,,,,,,"Đường Nguyễn Thị Minh Khai, Phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh"
,"2,6 tỷ","Dự án Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",,52 m²,2 phòng,1 phòng,17/10/2024,52 m²,"2,6 tỷ",Đông - Nam,Tây - Nam,17/10/2024,01/11/2024,Tin VIP Kim Cương,40921636,Vinhomes Grand Park,Đang mở bán,71,Tập đoàn Vingroup,Tập đoàn Vingroup,"Dự án Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
,Thỏa thuận,"Hồng Bàng Midtown, Phường Quán Toan, Hồng Bàng, Hải Phòng",,75 m²,,,19/10/2024,75 m²,Thỏa thuận,Nam,,19/10/2024,29/10/2024,Tin thường,41257629,Hồng Bàng Midtown,Đang cập nhật tiến độ,57-108.3 m²,75,Đang cập nhật,"Hồng Bàng Midtown, Phường Quán Toan, Hồng Bàng, Hải Phòng"
,31 tỷ,"Đường Cao Thắng, Phường 12, Quận 10, Hồ Chí Minh",,64 m²,,,18/10/2024,64 m²,31 tỷ,,,18/10/2024,28/10/2024,Tin thường,40307205,,,,,,"Đường Cao Thắng, Phường 12, Quận 10, Hồ Chí Minh"
,"3,89 tỷ","Dự án The Zenpark, Đường Đông Dư, Xã Dương Xá, Gia Lâm, Hà Nội",,74 m²,2 phòng,2 phòng,14/10/2024,74 m²,"3,89 tỷ",Tây - Bắc,Đông - Nam,14/10/2024,21/10/2024,Tin VIP Kim Cương,41197545,The Zenpark,"Đã bàn giao 3 tòa R1.02, R1.03, R1.05",4,Tập đoàn Vingroup,Tập đoàn Vingroup,"Dự án The Zenpark, Đường Đông Dư, Xã Dương Xá, Gia Lâm, Hà Nội"
,"5,5 tỷ","Dự án Sol Forest Ecopark, Xã Xuân Quan, Văn Giang, Hưng Yên",,94 m²,3 phòng,2 phòng,19/10/2024,94 m²,"5,5 tỷ",,,19/10/2024,29/10/2024,Tin thường,41003501,Sol Forest Ecopark,6/2023: Đã bàn giao,1.194,2,Công ty Cổ phần Tập đoàn Ecopark,"Dự án Sol Forest Ecopark, Xã Xuân Quan, Văn Giang, Hưng Yên"
,13 tỷ,"Đường Tăng Bạt Hổ, Phường Phạm Đình Hổ, Hai Bà Trưng, Hà Nội",,42 m²,6 phòng,5 phòng,13/10/2024,42 m²,13 tỷ,,,13/10/2024,23/10/2024,Tin thường,41078734,,,,,,"Đường Tăng Bạt Hổ, Phường Phạm Đình Hổ, Hai Bà Trưng, Hà Nội"
,9 tỷ,"Dự án Golden Land, Đường Nguyễn Trãi, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",,103 m²,3 phòng,2 phòng,15/10/2024,103 m²,9 tỷ,Đông - Nam,Tây - Bắc,15/10/2024,25/10/2024,Tin thường,41219323,Golden Land,Đã bàn giao,Công ty CP Đầu tư Dịch vụ Tài chính Hoàng Huy,,Công ty CP Đầu tư Dịch vụ Tài chính Hoàng Huy,"Dự án Golden Land, Đường Nguyễn Trãi, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội"
,85 tỷ,"25, Đường Lê Văn Huân, Phường 13, Tân Bình, Hồ Chí Minh",,240 m²,8 phòng,8 phòng,17/10/2024,240 m²,85 tỷ,Đông - Nam,,17/10/2024,01/11/2024,Tin VIP Kim Cương,41238323,,,,,,"25, Đường Lê Văn Huân, Phường 13, Tân Bình, Hồ Chí Minh"
,Thỏa thuận,"Đường 6, Phường Bình An, Dĩ An, Bình Dương",,100 m²,,,11/10/2024,100 m²,Thỏa thuận,,,11/10/2024,21/10/2024,Tin thường,41013446,,,,,,"Đường 6, Phường Bình An, Dĩ An, Bình Dương"
,"68,5 tỷ","Đường Hoàng Quốc Việt, Phường Nghĩa Tân, Cầu Giấy, Hà Nội",,100 m²,,,09/10/2024,100 m²,"68,5 tỷ",,,09/10/2024,19/10/2024,Tin thường,41160374,,,,,,"Đường Hoàng Quốc Việt, Phường Nghĩa Tân, Cầu Giấy, Hà Nội"
,Thỏa thuận,"Dự án Hà Nội Melody Residences, Đường Bằng Liệt, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",,68 m²,2 phòng,2 phòng,17/10/2024,68 m²,Thỏa thuận,,,17/10/2024,24/10/2024,Tin VIP Kim Cương,40797341,Hà Nội Melody Residences,Đang mở bán,68-147 m²,2.000,Công ty CP Tập đoàn Hưng Thịnh,"Dự án Hà Nội Melody Residences, Đường Bằng Liệt, Phường Hoàng Liệt, Hoàng Mai, Hà Nội"
,"8,8 tỷ","Đường Ni Sư Huỳnh Liên, Phường 10, Quận Tân Bình, Hồ Chí Minh",,56 m²,4 phòng,4 phòng,10/10/2024,56 m²,"8,8 tỷ",,,10/10/2024,20/10/2024,Tin thường,40712293,,,,,,"Đường Ni Sư Huỳnh Liên, Phường 10, Quận Tân Bình, Hồ Chí Minh"
,"7,8 tỷ","Dự án Vista Verde, Đường Phan Văn Đáng, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",,112 m²,3 phòng,2 phòng,18/10/2024,112 m²,"7,8 tỷ",Tây - Bắc,,18/10/2024,02/11/2024,Tin thường,39150485,Vista Verde,Đã bàn giao,45-318 m²,1.152,CapitaLand Development (Việt Nam),"Dự án Vista Verde, Đường Phan Văn Đáng, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh"
,10 triệu/m²,"Dự án Khu đô thị mới Long Thọ, Xã Phước An, Nhơn Trạch, Đồng Nai",,100 m²,,,07/10/2024,100 m²,10 triệu/m²,,,07/10/2024,22/10/2024,Tin VIP Kim Cương,41134985,Khu đô thị mới Long Thọ,Đang cập nhật tiến độ,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,"Dự án Khu đô thị mới Long Thọ, Xã Phước An, Nhơn Trạch, Đồng Nai"
,"14,3 tỷ","Đường Lê Văn Lương, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",,216 m²,,,18/10/2024,216 m²,"14,3 tỷ",,,18/10/2024,28/10/2024,Tin thường,40384157,,,,,,"Đường Lê Văn Lương, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh"
,"8,8 tỷ","River Gate, 151, Đường Bến Vân Đồn, Phường 6, Quận 4, Hồ Chí Minh",,"110,29 m²",,,18/10/2024,"110,29 m²","8,8 tỷ",,,18/10/2024,28/10/2024,Tin thường,41144138,River Gate,Đã bàn giao,Novaland Group,,Novaland Group,"River Gate, 151, Đường Bến Vân Đồn, Phường 6, Quận 4, Hồ Chí Minh"
,"6,1 tỷ","Đường Thanh Nhàn, Phường Thanh Nhàn, Hai Bà Trưng, Hà Nội",,35 m²,4 phòng,4 phòng,18/10/2024,35 m²,"6,1 tỷ",,,18/10/2024,28/10/2024,Tin thường,41109649,,,,,,"Đường Thanh Nhàn, Phường Thanh Nhàn, Hai Bà Trưng, Hà Nội"
,65 triệu/m²,"Dự án Imperia Sola Park, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",,54 m²,2 phòng,2 phòng,17/10/2024,54 m²,65 triệu/m²,,,17/10/2024,24/10/2024,Tin VIP Kim Cương,41168202,Imperia Sola Park,Đang mở bán,32-75 m²,4.000,Tập đoàn MIK Corporation,"Dự án Imperia Sola Park, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội."
,3 tỷ,"Dự án Mizuki Park, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh",,65 m²,2 phòng,2 phòng,16/10/2024,65 m²,3 tỷ,,,16/10/2024,26/10/2024,Tin thường,41226974,Mizuki Park,Đang mở bán,56-107 m²,4.677,Công ty CP Đầu tư Nam Long,"Dự án Mizuki Park, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
,"23,5 tỷ","Đường 3/2, Phường 14, Quận 10, Hồ Chí Minh",,76 m²,,,18/10/2024,76 m²,"23,5 tỷ",,,18/10/2024,28/10/2024,Tin thường,40748398,,,,,,"Đường 3/2, Phường 14, Quận 10, Hồ Chí Minh"
,"4,9 tỷ","An Gia Skyline, Hoàng Quốc Việt, Phú Thuận, Quận 7, Hồ Chí Minh",,112 m²,3 phòng,2 phòng,18/10/2024,112 m²,"4,9 tỷ",,,18/10/2024,28/10/2024,Tin thường,41255166,An Gia Skyline,Đã bàn giao,Công ty CP Đầu tư & Phát triển Bất động sản An Gia,,Công ty CP Đầu tư & Phát triển Bất động sản An Gia,"An Gia Skyline, Hoàng Quốc Việt, Phú Thuận, Quận 7, Hồ Chí Minh"
,"2,4 tỷ","Dự án Khu đô thị Phương Đông, Đường 58, Xã Đông Xá, Vân Đồn, Quảng Ninh",,"87,5 m²",,,17/10/2024,"87,5 m²","2,4 tỷ",Đông - Nam,,17/10/2024,24/10/2024,Tin VIP Kim Cương,40810854,Khu đô thị Phương Đông,Đang mở bán,Đang cập nhật,,Đang cập nhật,"Dự án Khu đô thị Phương Đông, Đường 58, Xã Đông Xá, Vân Đồn, Quảng Ninh"
,2 tỷ,"Xã Bình Yên, Thạch Thất, Hà Nội",,"76,8 m²",,,10/10/2024,"76,8 m²",2 tỷ,,,10/10/2024,20/10/2024,Tin thường,40681344,,,,,,"Xã Bình Yên, Thạch Thất, Hà Nội"
,"6,3 tỷ","Yên Hòa, Số 7, Đường Vũ Phạm Hàm, Phường Yên Hòa, Cầu Giấy, Hà Nội",,95 m²,3 phòng,2 phòng,18/10/2024,95 m²,"6,3 tỷ",Đông - Nam,Tây - Bắc,18/10/2024,28/10/2024,Tin thường,41045566,Khu đô thị Yên Hòa,Đang cập nhật tiến độ,Tổng công ty Đầu tư Phát triển Hạ tầng đô thị - UDIC,,Tổng công ty Đầu tư Phát triển Hạ tầng đô thị - UDIC,"Yên Hòa, Số 7, Đường Vũ Phạm Hàm, Phường Yên Hòa, Cầu Giấy, Hà Nội"
,65 tỷ,"Phố Phan Văn Trường, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",,120 m²,,,13/10/2024,120 m²,65 tỷ,,,13/10/2024,23/10/2024,Tin thường,41094363,,,,,,"Phố Phan Văn Trường, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội"
,Thỏa thuận,"Dự án Peninsula Đà Nẵng , Đường Lê Văn Duyệt, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng",,50 m²,1 phòng,1 phòng,17/10/2024,50 m²,Thỏa thuận,Đông - Nam,Tây - Nam,17/10/2024,24/10/2024,Tin VIP Kim Cương,40464886,Peninsula Đà Nẵng,Đang nhận booking,45-301 m²,941,Công ty Cổ phần Tập đoàn Đông Đô,"Dự án Peninsula Đà Nẵng , Đường Lê Văn Duyệt, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng"
